source_account_id,transaction_count,total_transaction_amount,average_transaction_amount,max_transaction_amount,min_transaction_amount,transaction_amount_std,suspicious_transaction_count
ACC_000670,2,44556.340000000004,22278.170000000002,34360.44,10195.9,17086.91009825358,0
ACC_000671,8,72605.23,9075.65375,32180.89,249.78,10378.602654474029,0
ACC_000672,8,188388.42,23548.5525,101352.21,1819.68,32451.08992643402,1
ACC_000673,12,261867.31,21822.275833333333,84434.27,1618.81,22848.66879636594,0
ACC_000674,15,137541.95,9169.463333333335,30468.97,1613.21,7061.849956759274,0
ACC_000675,13,198889.33000000002,15299.179230769232,48729.33,773.71,15618.669322824026,0
ACC_000676,6,38793.47,6465.578333333334,12296.85,1225.11,4357.640551332414,0
ACC_000677,10,159360.53,15936.053,79615.49,1232.42,23451.82402224377,0
ACC_000678,7,571145.1599999999,81592.1657142857,359666.79,1800.68,127659.17933388101,1
ACC_000679,17,332099.77,19535.280588235295,89797.1,679.69,27453.527454386094,1
ACC_000680,4,84939.93,21234.9825,54521.6,5660.07,22957.248240738514,0
ACC_000681,9,98545.87,10949.54111111111,41472.69,795.6,16808.7646187766,0
ACC_000682,11,200491.24,18226.476363636364,37582.36,1455.45,13009.126706657347,0
ACC_000683,6,38950.4,6491.733333333334,16948.48,2364.58,5375.3655747331895,0
ACC_000684,12,131859.1,10988.258333333333,61127.26,1510.08,16357.91832706263,0
ACC_000685,9,521392.49000000005,57932.49888888889,400427.64,1812.86,130057.56955341849,2
ACC_000686,11,230382.29,20943.844545454547,170630.89,894.76,50277.52206617673,0
ACC_000687,7,164899.66999999998,23557.09571428571,108294.34,1850.04,39008.24773503157,1
ACC_000688,7,145441.74000000002,20777.39142857143,113094.07,985.74,40851.05275207908,0
ACC_000689,7,308259.48,44037.06857142857,211970.63,694.42,77374.43223232884,0
ACC_000690,13,181396.68,13953.590769230768,53693.7,290.45,16315.16580968837,0
ACC_000691,9,258044.76999999996,28671.64111111111,179923.74,1830.83,57748.01270764355,0
ACC_000692,6,32963.46,5493.91,18973.61,356.46,7045.12643619403,0
ACC_000693,16,1925743.43,120358.964375,862727.06,1089.95,227322.7087766452,3
ACC_000694,5,59437.380000000005,11887.476,42083.8,756.61,17313.340638312122,0
ACC_000695,6,55279.369999999995,9213.228333333333,20142.54,1990.42,7139.334259314146,0
ACC_000696,12,280037.77,23336.480833333335,73062.72,1503.77,22936.11569606702,1
ACC_000697,7,363912.01,51987.43,143593.73,8243.07,51588.92557042839,2
ACC_000698,10,416649.14,41664.914000000004,206487.39,1215.09,65601.0014029251,0
ACC_000699,8,60248.61,7531.07625,26386.9,635.98,8051.996552392523,0
ACC_000700,18,435289.96,24182.775555555556,198846.07,855.86,45129.63135993562,0
ACC_000701,15,340931.19,22728.746,240192.68,179.1,60703.96256153192,0
ACC_000702,11,224735.94,20430.54,55625.66,4945.77,16139.52606918865,1
ACC_000703,14,1736771.55,124055.11071428572,901202.49,1312.11,288583.44009977824,1
ACC_000704,7,139299.68,19899.954285714284,38723.79,717.73,17594.085733250304,0
ACC_000705,11,126459.45000000001,11496.313636363637,33771.23,1817.36,9601.97866973706,0
ACC_000706,8,60724.3,7590.5375,22660.32,1948.74,6801.6487604398435,0
ACC_000707,12,225739.27,18811.60583333333,105804.0,703.83,28941.53499528708,1
ACC_000708,12,112376.43,9364.7025,19577.94,4394.58,4718.615637083565,0
ACC_000709,6,194222.27000000002,32370.378333333338,96163.42,4883.34,36054.159479493304,1
ACC_000710,9,141902.82,15766.980000000001,47971.05,4821.93,15176.78679078266,0
ACC_000711,16,541564.0599999999,33847.753749999996,294011.07,463.18,76013.81998005036,0
ACC_000712,13,291003.79,22384.90692307692,77450.05,1593.14,25532.302347034296,0
ACC_000713,10,191851.61,19185.161,99486.53,1425.65,29024.05677573441,1
ACC_000714,10,240071.23,24007.123,87945.57,2425.08,30193.005004333205,0
ACC_000715,19,929455.26,48918.69789473684,515571.52,404.37,114843.68652525918,1
ACC_000716,9,106409.41,11823.267777777779,23666.74,1670.74,8515.686659683965,0
ACC_000717,13,381708.08999999997,29362.160769230766,253237.65,2126.46,68243.81761770531,0
ACC_000718,8,187290.89,23411.36125,54555.66,566.17,17250.641852873963,0
ACC_000719,8,70426.86,8803.3575,24091.81,2806.06,7154.016274578617,0
ACC_000720,10,367197.68000000005,36719.768000000004,178511.73,1993.38,58836.09275402581,2
ACC_000721,6,112734.21,18789.035,40905.3,5983.04,12315.67603198907,0
ACC_000722,11,127412.61,11582.964545454546,39000.62,990.1,11736.087278638792,0
ACC_000723,7,289895.35,41413.62142857142,148890.38,2916.54,56114.14479727739,1
ACC_000724,9,210683.01,23409.223333333335,99453.6,1260.42,31373.792389998453,0
ACC_000725,3,34118.1,11372.699999999999,25605.94,250.76,12960.7649841975,0
ACC_000726,9,142659.55000000002,15851.061111111114,78259.82,2379.2,23994.091304015063,1
ACC_000727,6,456874.41,76145.735,351791.91,3382.59,136830.00892906668,2
ACC_000728,6,135105.21,22517.535,70342.29,1546.7,25389.752326584636,0
ACC_000729,12,465962.69,38830.22416666667,227091.63,1308.66,64026.67960353281,1
ACC_000730,13,233150.47,17934.651538461538,73179.88,2727.68,20930.985520769143,1
ACC_000731,11,537481.28,48861.93454545455,222257.53,887.56,81564.81820343062,1
ACC_000732,7,80569.6,11509.942857142858,20732.31,3101.78,8027.734399701895,0
ACC_000733,8,86115.76000000001,10764.470000000001,58224.05,817.32,19443.951996897573,0
ACC_000734,8,468642.46,58580.3075,260109.72,1793.98,93634.29273832284,2
ACC_000735,10,171316.74,17131.674,50677.25,3087.95,17140.687539727867,1
ACC_000736,8,252451.28,31556.41,154254.66,5370.86,50232.733527681514,0
ACC_000737,9,164756.57,18306.285555555558,96477.41,1074.4,30275.939127260823,0
ACC_000738,5,22325.03,4465.005999999999,6907.73,2873.28,1788.1963390047526,0
ACC_000739,11,112890.1,10262.736363636364,43555.9,1433.91,11248.448334227502,0
ACC_000740,7,190665.77000000002,27237.967142857146,57201.69,5801.97,18251.876151152894,0
ACC_000741,9,124355.89,13817.32111111111,29328.52,1723.39,8946.067367966,0
ACC_000742,13,679606.55,52277.42692307693,359400.48,4807.38,98766.74921092349,1
ACC_000743,10,121425.6,12142.560000000001,29273.51,1477.28,13081.688635894407,0
ACC_000744,7,307504.37,43929.19571428571,244575.37,3012.67,88674.57414915749,1
ACC_000745,11,111691.47,10153.77,55905.88,1206.37,15471.833126351898,0
ACC_000746,9,145958.36,16217.595555555554,100638.39,1102.14,31794.261652566376,0
ACC_000747,14,207879.35,14848.525,64268.99,1334.49,16381.63163418277,0
ACC_000748,8,66984.63,8373.07875,18617.57,1193.84,6861.234630517491,0
ACC_000749,11,136911.95,12446.54090909091,43582.51,1716.82,13727.382738505148,0
ACC_000750,9,195784.34,21753.815555555557,93728.79,1568.73,31891.525810638595,0
ACC_000751,6,181704.76,30284.126666666667,91888.16,662.64,36554.087308518414,0
ACC_000752,12,743053.7100000001,61921.14250000001,532152.78,2110.41,152084.46065736425,1
ACC_000753,17,303710.02,17865.295294117648,90768.24,316.08,23431.668771107386,0
ACC_000754,7,153766.94,21966.705714285716,60363.66,1672.62,22536.7516851489,0
ACC_000755,7,245687.53999999998,35098.219999999994,179091.33,3714.4,64204.200915413625,0
ACC_000756,16,324069.3,20254.33125,56259.74,243.32,17981.905119082305,0
ACC_000757,18,765151.62,42508.42333333333,223506.08,836.05,67794.18358702368,1
ACC_000758,8,92500.36,11562.545,56877.89,1065.49,18612.56354616649,0
ACC_000759,8,84143.51000000001,10517.938750000001,44201.92,1716.55,14157.64439644174,0
ACC_000760,7,59419.369999999995,8488.481428571427,14706.68,3105.62,3737.586947873492,0
ACC_000761,7,73765.95,10537.992857142857,32148.94,542.75,10550.59780597086,0
ACC_000762,4,248238.01,62059.5025,217301.81,4190.4,103784.42285260808,2
ACC_000763,11,253970.62,23088.238181818182,51631.76,4474.02,16009.088190489687,0
ACC_000764,11,146076.53,13279.684545454546,43437.29,2171.47,13200.721590144509,0
ACC_000765,12,223321.66,18610.138333333332,115016.13,1034.61,31271.56507512531,0
ACC_000766,11,161734.46,14703.132727272727,57800.42,984.13,16258.24240267569,1
ACC_000767,10,99045.92,9904.592,59486.88,854.05,18021.061885111485,0
ACC_000768,10,186762.34,18676.234,37106.69,393.46,12585.066214104892,1
ACC_000769,10,122641.45999999999,12264.145999999999,26747.63,1237.96,8695.578670037115,0
ACC_000770,15,373179.58,24878.63866666667,123715.48,3685.09,31349.484550820394,1
ACC_000771,5,961569.67,192313.934,792362.25,2459.44,337234.1580859662,3
ACC_000772,10,153682.64,15368.264000000001,82456.96,1251.5,25085.829480999913,0
ACC_000773,13,442468.54,34036.04153846153,130404.23,3530.87,36949.74829922049,2
ACC_000774,6,79022.0,13170.333333333334,59070.6,1858.61,22594.23132145342,0
ACC_000775,15,831870.53,55458.03533333333,446758.11,2027.26,114158.36114653782,2
ACC_000776,10,478318.11,47831.811,397007.94,670.12,122979.95849590494,0
ACC_000777,8,248451.63999999998,31056.454999999998,155380.57,1068.27,53865.46803913087,1
ACC_000778,7,137502.1,19643.157142857144,75876.19,2355.16,25994.77111268323,0
ACC_000779,9,227290.78,25254.53111111111,126643.47,1255.75,39422.002833138264,0
ACC_000780,8,86145.04000000001,10768.130000000001,23327.22,1497.61,8647.024345286154,0
ACC_000781,16,212516.49,13282.280625,31655.87,2122.12,7071.854399559301,0
ACC_000782,13,495229.46,38094.57384615385,274439.87,3538.12,72853.36600235486,1
ACC_000783,7,56825.78,8117.9685714285715,18395.38,1637.08,6687.245535124878,0
ACC_000784,10,133593.17,13359.317000000001,36293.93,3548.28,10056.54511169721,0
ACC_000785,11,268035.06,24366.823636363635,134912.93,2499.7,38387.15385484219,0
ACC_000786,6,49177.649999999994,8196.275,31108.51,1547.6,11356.381025863388,0
ACC_000787,9,65313.49,7257.054444444444,15312.3,1988.01,4678.356714264399,0
ACC_000788,9,170401.45,18933.494444444445,50962.29,1860.47,18401.23022458696,0
ACC_000789,9,234081.38,26009.042222222222,180443.0,764.49,58215.924189189376,0
ACC_000790,4,2367788.38,591947.095,2355813.44,3555.15,1175910.9386701905,1
ACC_000791,11,146626.12,13329.647272727272,23926.28,726.14,8391.361317357383,0
ACC_000792,9,66713.83,7412.647777777778,16723.14,739.05,5446.157757907812,0
ACC_000793,12,130836.09,10903.0075,36030.24,583.84,11233.179339291037,1
ACC_000794,7,119034.01000000001,17004.858571428573,36512.96,612.67,13313.899583385813,0
ACC_000795,10,134917.65,13491.765,41398.19,1168.79,13040.535963799997,1
ACC_000796,8,450858.79,56357.34875,358371.54,761.76,122400.08575381244,0
ACC_000797,8,447752.04,55969.005,302297.06,5356.25,100838.03521600524,1
ACC_000798,15,172108.62,11473.908,52124.08,911.67,13681.325221925794,0
ACC_000799,10,275549.56,27554.956,151403.37,2577.2,44684.21330759648,0
ACC_000800,8,68112.70999999999,8514.088749999999,27399.09,347.31,9683.723475354238,0
ACC_000801,15,364715.06,24314.337333333333,103682.11,1191.4,28458.663016685765,1
ACC_000802,15,455417.99000000005,30361.199333333338,332652.56,1298.95,83918.1036934407,1
ACC_000803,15,331087.79,22072.519333333334,83238.14,1784.58,25277.335379652563,0
ACC_000804,12,165321.86,13776.821666666665,43456.41,2366.42,14527.155730126336,0
ACC_000805,10,727198.03,72719.803,615243.48,2919.78,190848.09586604734,1
ACC_000806,9,93694.56,10410.506666666666,35197.26,3846.75,9515.032607386325,0
ACC_000807,7,68936.67,9848.095714285713,28467.49,3889.51,8461.49840620808,0
ACC_000808,8,176472.09,22059.01125,52377.81,2309.2,15503.715503289097,0
ACC_000809,12,226875.83,18906.319166666664,78482.43,597.53,22574.636559821836,0
ACC_000810,16,238077.0,14879.8125,76334.46,572.53,20691.790128142613,2
ACC_000811,8,81012.73999999999,10126.592499999999,27404.73,1446.59,8672.209428564243,0
ACC_000812,11,111499.57,10136.324545454547,27743.55,1330.09,9739.160491909315,0
ACC_000813,13,150667.85,11589.834615384616,26215.51,2213.08,7682.974493227015,0
ACC_000814,18,319770.05,17765.002777777776,76292.04,1805.44,18714.622656809363,2
ACC_000815,4,40563.69,10140.9225,27117.32,2913.57,11464.701821508123,0
ACC_000816,9,131021.97000000002,14557.996666666668,43653.73,1230.21,13504.528679411585,0
ACC_000817,7,100151.12000000001,14307.302857142859,63199.41,712.68,22258.704403546428,0
ACC_000818,11,125707.95,11427.995454545455,27951.15,503.02,9874.710498678292,0
ACC_000819,14,137680.71,9834.336428571429,33938.45,1229.81,10441.590749995614,1
ACC_000820,10,188500.1,18850.010000000002,88401.53,1283.46,26188.745628840476,0
ACC_000821,4,8907.39,2226.8475,3117.65,1096.51,1034.6393697121396,0
ACC_000822,17,331519.56,19501.150588235294,186408.22,187.5,43518.837167513375,1
ACC_000823,6,264481.49,44080.24833333333,228428.96,1965.93,90407.97032886987,1
ACC_000824,10,264253.89,26425.389000000003,79009.27,2692.91,28591.466214622873,1
ACC_000825,9,235042.7,26115.855555555558,108393.6,691.99,33777.731334297794,2
ACC_000826,12,155509.64,12959.136666666667,40777.51,356.0,13375.952322842346,1
ACC_000827,4,33720.380000000005,8430.095000000001,17032.86,344.85,6844.5406783241,0
ACC_000828,11,566458.22,51496.20181818181,371068.62,577.38,110695.20306803667,2
ACC_000829,11,250042.41,22731.12818181818,95183.93,1103.43,32468.57959465607,0
ACC_000830,10,713808.5399999999,71380.85399999999,560430.59,1239.49,172527.69351523294,2
ACC_000831,14,295748.3,21124.87857142857,111537.25,941.03,30355.863145554413,0
ACC_000832,7,143126.06,20446.579999999998,46221.56,361.68,16340.571848984764,0
ACC_000833,13,147389.36,11337.643076923076,30205.01,567.37,9722.72743206211,0
ACC_000834,13,225940.79,17380.06076923077,45416.99,1211.14,16036.798256940432,1
ACC_000835,13,626028.48,48156.03692307692,261375.17,336.58,80409.72976455983,3
ACC_000836,5,102061.26,20412.252,62023.56,5519.88,23797.48079288793,1
ACC_000837,9,122049.99,13561.11,50985.0,862.77,18066.03422873847,0
ACC_000838,12,360321.63,30026.8025,151091.09,1014.91,44134.501722036446,2
ACC_000839,12,193468.98,16122.415,63224.57,1234.26,19367.081643861344,0
ACC_000840,11,438310.5,39846.40909090909,294461.62,1660.62,86140.44803119524,1
ACC_000841,8,59643.4,7455.425,25166.33,852.47,8163.25283590345,0
ACC_000842,7,388818.69000000006,55545.52714285715,330546.84,672.24,121706.37573503258,1
ACC_000843,9,106473.5,11830.388888888889,56424.29,1541.7,17245.998562191497,1
ACC_000844,13,492547.12,37888.24,320434.53,566.69,86654.49432181001,1
ACC_000845,8,153799.15,19224.89375,84415.04,3021.5,27068.90416310617,0
ACC_000846,10,181703.59,18170.359,81429.55,2389.13,27213.62434157912,1
ACC_000847,14,617107.4299999999,44079.10214285714,209599.36,1143.19,63313.26645294712,1
ACC_000848,13,221839.59,17064.583846153844,58869.46,3370.62,17019.350774105405,2
ACC_000849,12,578403.42,48200.285,212077.97,1287.91,75455.27311872432,3
ACC_000850,12,207381.18,17281.765,40693.55,4692.69,11448.925528162416,0
ACC_000851,15,1116651.54,74443.436,645770.25,247.55,181335.87626685682,1
ACC_000852,9,174547.76,19394.195555555558,106163.21,2624.17,32927.48220689334,0
ACC_000853,15,263048.09,17536.539333333334,74975.08,245.4,20576.809312602545,0
ACC_000854,9,222888.16,24765.35111111111,59788.54,3397.64,18762.63931044447,0
ACC_000855,9,267921.70999999996,29769.078888888886,105485.23,1837.62,31820.290230625036,2
ACC_000856,13,458659.61,35281.50846153846,293394.33,4834.28,78125.6004085609,2
ACC_000857,10,65803.64,6580.364,17065.37,511.68,4994.961205664497,0
ACC_000858,10,134410.23,13441.023000000001,40707.89,3256.33,11908.775337459767,1
ACC_000859,7,31614.82,4516.402857142857,13203.24,216.28,4886.781259857094,0
ACC_000860,11,157365.22,14305.92909090909,75205.3,487.04,20693.18165318154,0
ACC_000861,7,571357.02,81622.43142857144,520014.0,2482.77,193382.67876546003,1
ACC_000862,9,157214.34,17468.26,115270.55,1005.21,36835.234090595586,0
ACC_000863,15,781656.23,52110.41533333333,525590.87,2474.43,131706.61728758187,2
ACC_000864,8,151456.28,18932.035,70134.92,1047.6,22462.741942603534,0
ACC_000865,8,351713.16000000003,43964.145000000004,217883.51,2824.49,71361.78523760279,1
ACC_000866,8,136069.09,17008.63625,73557.33,1115.78,24001.660955665986,0
ACC_000867,8,174354.59000000003,21794.323750000003,93947.49,5229.43,29500.412486485646,0
ACC_000868,10,303145.91,30314.590999999997,194685.83,998.81,58566.46101308921,2
ACC_000869,4,41891.96,10472.99,12467.32,8284.01,2180.709090471874,0
ACC_000870,12,75019.43000000001,6251.619166666667,19880.45,886.65,5929.321760255948,0
ACC_000871,7,42562.270000000004,6080.324285714286,15058.17,751.18,4808.354396145169,0
ACC_000872,7,78068.45999999999,11152.637142857142,16623.18,2060.68,6123.628997832125,0
ACC_000873,10,188874.65,18887.465,65455.76,1078.1,23336.4905432121,1
ACC_000874,5,234464.88999999998,46892.977999999996,108114.42,6920.43,41837.09285132118,1
ACC_000875,7,130877.18000000001,18696.74,70630.53,406.92,26232.496167808735,0
ACC_000876,11,460195.36,41835.94181818182,278985.0,611.51,80625.56274717527,0
ACC_000877,8,66913.01,8364.12625,16377.06,1351.6,5751.146713199123,0
ACC_000878,3,47036.119999999995,15678.706666666665,41096.7,1272.37,22077.969831839913,0
ACC_000879,11,230086.44,20916.949090909093,128587.71,1025.87,37111.57805879627,0
ACC_000880,11,98528.96,8957.178181818183,16784.66,180.46,4932.170582246356,0
ACC_000881,10,667931.1900000001,66793.119,326001.4,327.18,122443.16880349872,1
ACC_000882,10,666614.81,66661.481,563156.78,378.32,174703.70155930307,1
ACC_000883,10,153987.19,15398.719000000001,47622.23,1872.42,16087.796902188835,0
ACC_000884,10,181621.1,18162.11,82339.36,2471.17,24157.53495395082,1
ACC_000885,10,242646.2,24264.620000000003,132031.44,897.45,40008.64272229689,1
ACC_000886,13,205809.82,15831.524615384616,39881.52,1241.62,13467.205468045711,0
ACC_000887,9,444228.3,49358.7,231110.36,2624.9,72298.37239852845,1
ACC_000888,7,82871.37,11838.767142857143,48607.99,780.96,16568.200874337275,0
ACC_000889,10,319487.74,31948.773999999998,186581.89,1268.93,57081.088533642345,1
ACC_000890,12,120250.63,10020.885833333334,43137.39,2055.75,11557.273152050151,0
ACC_000891,9,127598.12999999999,14177.57,49937.81,3413.37,14251.461147091199,0
ACC_000892,15,515264.77,34350.98466666667,343584.99,457.01,86051.17001424932,2
ACC_000893,9,117213.54000000001,13023.726666666667,66859.23,620.35,20668.409719348874,0
ACC_000894,4,70613.83,17653.4575,27971.97,9702.73,7588.431849762615,0
ACC_000895,10,307127.7,30712.77,117924.36,1349.9,35321.00556727651,0
ACC_000896,21,1758955.87,83759.80333333334,1372063.06,970.92,296960.32810769044,2
ACC_000897,7,37486.729999999996,5355.2471428571425,10779.44,1073.2,3759.271782432134,0
ACC_000898,9,137863.25,15318.138888888889,36217.24,579.98,13666.381888629523,1
ACC_000899,14,257801.71,18414.407857142858,80370.83,968.18,21494.86267469229,0
ACC_000900,13,719124.2,55317.24615384615,571499.33,1248.2,155604.42611034834,2
ACC_000901,11,103982.91,9452.99181818182,42677.98,599.67,11922.148084381286,0
ACC_000902,7,167979.56999999998,23997.081428571426,72490.56,1731.88,26171.63761727278,0
ACC_000903,12,846618.35,70551.52916666666,624431.88,3177.22,175075.24350115206,2
ACC_000904,13,391775.59,30136.583846153848,276968.21,350.11,75031.31254567929,0
ACC_000905,10,160551.44,16055.144,26981.4,5944.31,6353.2108835755025,1
ACC_000906,15,216284.04,14418.936,60107.23,624.56,16023.911885252614,1
ACC_000907,11,422039.16000000003,38367.196363636365,318974.32,1609.13,94185.55918949978,1
ACC_000908,9,2392384.08,265820.45333333337,2258394.27,1573.82,747313.6132699245,1
ACC_000909,8,184868.07,23108.50875,69914.86,803.38,24561.452250723774,1
ACC_000910,11,688966.59,62633.32636363636,272203.29,3102.83,98079.28183219016,3
ACC_000911,10,319855.11,31985.511,137716.55,482.73,42483.62393786874,1
ACC_000912,9,114623.45999999999,12735.939999999999,31232.8,900.76,10935.522216542748,0
ACC_000913,8,208623.09,26077.88625,64134.62,5120.75,24236.86028804706,1
ACC_000914,16,262642.3,16415.14375,44278.1,811.74,14166.702685745837,0
ACC_000915,11,76389.01,6944.455454545454,18217.98,1230.22,5637.9210426031395,0
ACC_000916,15,190618.9,12707.926666666666,38681.18,2109.41,11600.391941457756,0
ACC_000917,10,238930.24,23893.023999999998,68744.96,5224.88,22049.57362312287,1
ACC_000918,9,72879.70999999999,8097.745555555554,26764.52,1706.17,7697.661395454971,0
ACC_000919,6,124020.59,20670.09833333333,88737.65,1341.63,34589.95456535924,2
ACC_000920,14,141494.9,10106.778571428571,45626.24,763.41,11325.3798661922,1
ACC_000921,7,78276.88,11182.41142857143,28505.28,647.57,11200.778050914483,0
ACC_000922,10,226072.26,22607.226000000002,68990.91,664.52,21293.336034059106,1
ACC_000923,7,219108.12,31301.16,154359.56,760.13,54867.1279291508,1
ACC_000924,12,274505.02,22875.418333333335,125239.38,829.15,34385.586239232915,1
ACC_000925,11,259132.3,23557.481818181815,110388.84,570.57,37189.29349354403,3
ACC_000926,12,231509.21,19292.434166666666,115519.65,409.55,32630.640135591868,0
ACC_000927,10,301950.07,30195.007,191845.32,1490.3,57994.3372725951,1
ACC_000928,8,253699.84,31712.48,168706.08,209.85,56558.14076379911,0
ACC_000929,7,1597262.8499999999,228180.40714285712,1510577.13,2917.0,565872.408671119,1
ACC_000930,9,152251.22,16916.80222222222,52863.4,2373.44,16710.218200853018,0
ACC_000931,8,194233.56999999998,24279.196249999997,125163.04,2217.9,41724.286129327236,1
ACC_000932,12,94726.98,7893.915,22473.57,817.64,6484.677027716253,1
ACC_000933,14,215474.67,15391.047857142858,49681.4,957.33,13973.194858899378,0
ACC_000934,7,94019.84000000001,13431.405714285716,37773.16,4134.36,12269.131798172542,0
ACC_000935,6,39857.68,6642.946666666667,17564.37,876.89,6083.332277844657,0
ACC_000936,10,194274.17,19427.417,84429.46,884.1,25928.588463318953,0
ACC_000937,12,119751.26000000001,9979.271666666667,36004.25,593.74,10397.257033358568,0
ACC_000938,6,208410.54,34735.090000000004,136122.72,1924.54,51183.747575999165,1
ACC_000939,8,64012.950000000004,8001.618750000001,15386.05,1299.03,6060.526936181698,0
ACC_000940,11,431974.82,39270.43818181818,217544.08,1662.22,65687.16205830249,2
ACC_000941,15,133907.06,8927.137333333334,29567.08,2501.99,7581.847856686076,0
ACC_000942,9,167448.59,18605.39888888889,53795.44,3360.42,16266.432935796378,0
ACC_000943,7,311247.36,44463.90857142857,197198.34,4516.31,69187.68094038453,1
ACC_000944,14,928514.39,66322.45642857143,480533.3,711.08,129494.63616638309,3
ACC_000945,14,253517.73,18108.409285714286,59764.72,2562.33,14488.034823460075,0
ACC_000946,10,618369.51,61836.951,440757.68,4994.31,134245.643747749,2
ACC_000947,8,201506.11,25188.26375,87968.25,2604.78,28203.79090644576,0
ACC_000948,10,98735.3,9873.53,24555.83,233.9,7340.732009039244,1
ACC_000949,15,181205.63,12080.375333333333,33727.61,1944.81,11284.483067615374,0
ACC_000950,2,17341.07,8670.535,9424.63,7916.44,1066.4513763177385,0
ACC_000951,10,193980.41999999998,19398.041999999998,74307.29,1494.95,20960.632159155888,1
ACC_000952,8,128778.65,16097.33125,62140.21,1137.19,20716.11574707716,0
ACC_000953,8,526476.16,65809.52,339722.2,389.03,119846.07368742158,1
ACC_000954,10,90371.48999999999,9037.149,32464.35,788.21,10037.230461674453,1
ACC_000955,9,128850.5,14316.722222222223,49319.48,1933.89,15206.200839824998,0
ACC_000956,11,247129.29,22466.29909090909,44455.22,5615.34,14619.49479322145,0
ACC_000957,20,384405.17,19220.2585,99322.89,991.11,25359.59186172868,0
ACC_000958,10,204047.53,20404.753,50716.06,1432.66,20423.64649815233,1
ACC_000959,12,228512.7,19042.725000000002,90786.43,1309.38,28063.042505820707,1
ACC_000960,8,112666.08,14083.26,33674.4,1596.38,11465.882168577971,0
ACC_000961,12,190629.07,15885.755833333335,86831.84,626.96,27824.134379263905,0
ACC_000962,8,1180134.72,147516.84,1137798.36,1729.18,400162.3936018134,2
ACC_000963,11,162931.75,14811.977272727272,50901.82,1644.5,14512.38245135587,1
ACC_000964,9,123935.11,13770.567777777778,63757.92,2035.56,19242.810752532212,1
ACC_000965,11,321886.62,29262.42,237487.26,3226.6,69310.24334467453,1
ACC_000966,15,248903.85,16593.59,37819.5,2312.83,12978.900544335685,0
ACC_000967,14,191757.22999999998,13696.944999999998,60948.89,974.12,17801.72191396264,0
ACC_000968,8,1055417.94,131927.2425,578530.38,4823.42,219837.39402607392,2
ACC_000969,12,765396.54,63783.045000000006,496353.7,1912.49,141650.43021832683,1
ACC_000970,6,39277.03,6546.171666666666,12009.53,1919.16,4247.974392928548,0
ACC_000971,12,207032.25,17252.6875,109526.73,1693.4,32474.13074993642,1
ACC_000972,10,229774.39,22977.439000000002,107346.69,651.95,33081.65725258954,0
ACC_000973,13,279540.21,21503.09307692308,120924.66,1834.67,33364.378465646405,0
ACC_000974,14,461138.38,32938.455714285716,209732.84,237.04,67256.68870350033,1
ACC_000975,11,224933.6,20448.50909090909,96247.49,985.82,28626.785288942403,1
ACC_000976,9,183522.94,20391.437777777777,73611.85,859.46,22002.992272680654,1
ACC_000977,16,449687.01,28105.438125,236604.65,1466.01,57908.0658609066,1
ACC_000978,9,104180.63,11575.625555555556,27211.86,1111.79,10041.90649792049,2
ACC_000979,7,60628.95,8661.278571428571,26721.45,1346.62,9727.463212224498,0
ACC_000980,10,96204.65000000001,9620.465,34955.59,2254.13,9897.44541395994,0
ACC_000981,10,308032.38,30803.238,131566.57,1500.15,46232.57153971857,1
ACC_000982,11,252315.35,22937.75909090909,84966.89,1315.24,23624.249203069063,0
ACC_000983,12,151434.09,12619.5075,46347.87,662.2,18001.65167348623,0
ACC_000984,6,137530.88,22921.813333333335,94351.78,1959.28,35293.54182332041,0
ACC_000985,11,380581.94,34598.358181818185,97741.16,2158.67,34052.15514758143,0
ACC_000986,11,121635.75,11057.795454545454,23719.34,878.12,8642.822374781706,0
ACC_000987,12,82911.06,6909.255,21566.25,237.82,6276.807648644478,0
ACC_000988,12,171014.65000000002,14251.220833333335,61082.3,169.83,19303.088112814046,0
ACC_000989,7,129291.09,18470.155714285713,66552.94,5063.89,22333.683803966644,0
ACC_000990,12,161408.88,13450.74,57916.21,1016.06,19155.569009717157,0
ACC_000991,10,112287.25,11228.725,40563.18,1373.76,11725.373080068948,0
ACC_000992,16,264795.72,16549.7325,53712.82,1166.59,15592.514001682774,1
ACC_000993,12,82195.8,6849.650000000001,24161.17,1307.84,6541.53602609023,1
ACC_000994,12,140285.08,11690.423333333332,42556.62,2158.73,11769.59825675173,0
ACC_000995,14,490183.27999999997,35013.091428571424,355922.43,736.68,92782.98961413214,0
ACC_000996,7,232874.51,33267.787142857145,86426.59,1292.46,34830.29601606946,1
ACC_000997,8,124986.65000000001,15623.331250000001,61673.62,3840.18,19807.716270934445,1
ACC_000998,10,879094.81,87909.481,791658.43,707.1,247391.12458390405,2
ACC_000999,13,219306.35,16869.71923076923,99314.78,299.76,26771.503733013848,0
ACC_001000,11,56835.31,5166.846363636363,20541.17,941.08,5475.036857735796,0
